
1,11010011110000000000
2,111010001000000000
3,11101001111000000000
4,10011101000100000000
5,1001110110100000000
6,10100111001100000000
7,1110100111100000000
8,11001110100010000000
9,11101010010000000
10,11110100101010000000
11,100111011010000000
12,1010011100110000000
13,10000000010110000000
14,1101001101110000000
15,10111010011110000000
16,110100100001000000
17,11100111010001000000
18,1110101001000000
19,11011101011001000000
20,10101001100101000000
21,1111010010101000000
22,10010011101101000000
23,1000000011101000000
24,11111010000011000000
25,101001110011000000
26,11000000001011000000
27,10011111011000000
28,1100111000111000000
29,10110100110111000000
30,1011101001111000000
31,10001110111111000000
32,11001001100000100000
33,11010010000100000
34,11110011101000100000
35,100000011000100000
36,1010100100100100000
37,10000111010100100000
38,1101110101100100000
39,10111101011100100000
40,111000010100000
41,11010100110010100000
42,111101001010100000
43,11101110111010100000
44,10011010000110100000
45,1001001110110100000
46,10100000001110100000
47,1110011111110100000
48,11111101000001100000
49,101110110001100000
50,11000111001001100000
51,10100111001100000
52,1100000000101100000
53,10110011110101100000
54,1011010001101100000
55,10001001111101100000
56,110011100011100000
57,11100000010011100000
58,1001101011100000
59,11011010011011100000
60,10101110100111100000
61,1111101010111100000
62,10010100101111100000
63,1000111011111100000
64,110111000000010000
65,11100100110000010000
66,1101001000010000
67,11011110111000010000
68,10101010000100010000
69,1111001110100010000
70,10010000001100010000
71,1000011111100010000
72,11111001100010010000
73,101010010010010000
74,11000011101010010000
75,10000011010010000
76,1100100100110010000
77,10110111010110010000
78,1011110101110010000
79,10001101011110010000
80,11100001010000
81,11010000010001010000
82,111001101001010000
83,11101010011001010000
84,10011110100101010000
85,1001101010101010000
86,10100100101101010000
87,1110111011101010000
88,11001101000011010000
89,11110110011010000
90,11110111001011010000
91,100100111011010000
92,1010000000111010000
93,10000011110111010000
94,1101010001111010000
95,10111001111111010000
96,11111110100000110000
97,101101010000110000
98,11000100101000110000
99,10111011000110000
100,1100011100100110000
101,10110000010100110000
102,1011001101100110000
103,10001010011100110000
104,110000000010110000
105,11100011110010110000
106,1010001010110000
107,11011001111010110000
108,10101101000110110000
109,1111110110110110000
110,10010111001110110000
111,1000100111110110000
112,11001010000001110000
114,11110000001001110000
115,100011111001110000
116,1010111000101110000
117,10000100110101110000
118,1101101001101110000
119,10111110111101110000
120,100100011110000
121,11010111010011110000
122,111110101011110000
123,11101101011011110000
124,10011001100111110000
125,1001010010111110000
126,10100011101111110000
127,1110000011111110000
128,10011011100000001000
129,1001000010000001000
130,10100001101000001000
131,1110010011000001000
132,110100100001000
133,11010101010100001000
134,111100101100001000
135,11101111011100001000
136,1010101000010001000
137,10000110110010001000
138,1101111001010001000
139,10111100111010001000
140,11001000000110001000
141,11011110110001000
142,11110010001110001000
143,100001111110001000
144,10101111000001001000
145,1111100110001001000
146,10010101001001001000
147,1000110111001001000
148,110010000101001000
149,11100001110101001000
150,1000001101001000
151,11011011111101001000
152,1100001100011001000
153,10110010010011001000
154,1011011101011001000
155,10001000011011001000
156,11111100100111001000
157,101111010111001000
158,11000110101111001000
159,10101011111001000
160,1010010000000101000
162,1101000001000101000
163,10111011111000101000
164,11001111000100101000
165,11100110100101000
166,11110101001100101000
167,100110111100101000
168,10011100100010101000
169,1001111010010101000
170,10100110101010101000
171,1110101011010101000
172,1100110101000
173,11010010010110101000
174,111011101110101000
175,11101000011110101000
176,1100110100001101000
177,10110101010001101000
178,1011100101001101000
180,11111011100101101000
181,101000010101101000
182,11000001101101101000
183,10010011101101000
184,10101000000011101000
185,1111011110011101000
186,10010010001011101000
187,1000001111011101000
188,110101000111101000
189,11100110110111101000
190,1111001111101000
191,11011100111111101000
192,10101100100000011000
193,1111111010000011000
194,10010110101000011000
195,1000101011000011000
196,110001100100011000
197,11100010010100011000
198,1011101100011000
199,11011000011100011000
200,1100010000010011000
202,1011000001010011000
204,11111111000110011000
205,101100110110011000
206,11000101001110011000
207,10110111110011000
208,10011000000001011000
210,10100010001001011000
211,1110001111001011000
212,101000101011000
213,11010110110101011000
214,111111001101011000
215,11101100111101011000
216,1010110100011011000
217,10000101010011011000
218,1101100101011011000
219,10111111011011011000
220,11001011100111011000
221,11000010111011000
222,11110001101111011000
223,100010011111011000
224,1100101000000111000
225,10110110110000111000
226,1011111001000111000
228,11111000000100111000
233,1111000010010111000
235,1000010011010111000
236,110110100110111000
237,11100101010110111000
238,1100101110111000
239,11011111011110111000
243,10111000011001111000
244,11001100100101111000
246,11110110101101111000
247,100101011101111000
248,10011111000011111000
250,10100101001011111000
254,111000001111111000
256,10011110000000000100
257,1001101110000000100
258,10100100001000000100
259,1110111111000000100
260,11000100000100
261,11010000110100000100
262,111001001100000100
263,11101010111100000100
264,1010000100010000100
265,10000011010010000100
266,1101010101010000100
267,10111001011010000100
268,11001101100110000100
269,11110010110000100
270,11110111101110000100
271,100100011110000100
272,10101010100001000100
273,1111001010001000100
274,10010000101001000100
275,1000011011001000100
276,110111100101000100
277,11100100010101000100
278,1101101101000100
279,11011110011101000100
280,1100100000011000100
281,10110111110011000100
283,10001101111011000100
284,11111001000111000100
285,101010110111000100
288,1010111100000100100
289,10000100010000100100
290,1101101101000100100
291,10111110011000100100
292,11001010100100100100
293,11001010100100100
294,11110000101100100100
295,100011011100100100
296,10011001000010100100
297,1001010110010100100
298,10100011001010100100
299,1110000111010100100
300,100000110100100
301,11010111110110100100
302,111110001110100100
303,11101101111110100100
304,1100011000001100100
305,10110000110001100100
306,1011001001001100100
308,11111110000101100100
309,101101110101100100
310,11000100001101100100
311,10111111101100100
312,10101101100011100100
314,10010111101011100100
315,1000100011011100100
319,11011001011111100100
320,10101001000000010100
321,1111010110000010100
322,10010011001000010100
324,110100000100010100
325,11100111110100010100
326,1110001100010100
327,11011101111100010100
328,1100111100010010100
329,10110100010010010100
330,1011101101010010100
332,11111010100110010100
333,101001010110010100
334,11000000101110010100
335,10011011110010100
336,10011101100001010100
337,1001110010001010100
338,10100111101001010100
339,1110100011001010100
340,100101010100
341,11010011010101010100
342,111010101101010100
343,11101001011101010100
344,1010011000011010100
345,10000000110011010100
346,1101001001011010100
347,10111010111011010100
348,11001110000111010100
349,11101110111010100
350,11110100001111010100
351,100111111111010100
353,10110011010000110100
354,1011010101000110100
355,10001001011000110100
356,11111101100100110100
357,101110010100110100
360,10101110000010110100
361,1111101110010110100
362,10010100001010110100
363,1000111111010110100
364,110011000110110100
365,11100000110110110100
366,1001001110110100
367,11011010111110110100
368,1010100000001110100
370,1101110001001110100
372,11001001000101110100
373,11010110101110100
374,11110011001101110100
375,100000111101110100
376,10011010100011110100
378,10100000101011110100
381,11010100010111110100
384,101100000001100
385,11010110010000001100
386,111111101000001100
387,11101100011000001100
388,10011000100100001100
389,1001011010100001100
390,10100010101100001100
391,1110001011100001100
392,11001011000010001100
393,11000110010001100
394,11110001001010001100
395,100010111010001100
396,1010110000110001100
397,10000101110110001100
398,1101100001110001100
400,110001000001001100
402,1011001001001100
403,11011000111001001100
404,10101100000101001100
405,1111111110101001100
406,10010110001101001100
410,11000101101011001100
412,1100010100111001100
416,11001100000000101100
417,11111110000101100
418,11110110001000101100
422,1101011001100101100
425,11010001010010101100
